Name,Status,Price,Stars,Ratings,URL,UPC
Microsoft Xbox One X 1TB Tom Clancy’s The Division 2 Console Bundle - Black,Novo em folha,"R$ 2 138,63",4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Tom-Clancy-s-The-Division-2-Console-Bundle-Black/283913852031?epid=11029100475&hash=item421a95947f:g:PVcAAOSwOe5e5bir,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle! Fast Shipping,Novo em folha,"R$ 2 608,09",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-Fast-Shipping/114260261954?hash=item1a9a713c42:g:L-YAAOSwUIhe57Fa,889842564075
Xbox One X 1 TB Cyberpunk 2077 Limited Edition Console Bundle BRAND NEW,Novo em folha,"R$ 2 607,89",0,0,https://www.ebay.com/itm/Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-BRAND-NEW/254625416604?hash=item3b48db859c:g:~tAAAOSwRh9e5kfZ,889842564075
Xbox One X Cyberpunk 2077 Limited Edition Nuevo Sellado ,Novo em folha,"R$ 4 998,94",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Nuevo-Sellado/254615140786?hash=item3b483eb9b2:g:FDMAAOSwLg1e1kso,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle - in hand,Novo em folha,"R$ 2 086,52",Tem,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-in-hand/203019921460?hash=item2f44ee2834:g:WqcAAOSwCMBe5B-C,
XBOX ONE X 1TB Consola,Novo em folha,"R$ 2 285,93",Pre,0,https://www.ebay.com/itm/XBOX-ONE-X-1TB-Consola/173969854510?hash=item288169502e:g:7d0AAOSwgaZemHk9,0889842208337
Xbox One X Forza Horizon 4 Peer Edition,Seminovo,"R$ 3 636,17",0,0,https://www.ebay.com/itm/Xbox-One-X-Forza-Horizon-4-Peer-Edition/402283911209?hash=item5da9fd5829:g:KgQAAOSwdTRe16Sh,Does Not Apply
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Sold out everywhere,Novo em folha,"R$ 3 124,56",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Sold-out-everywhere/114252241506?hash=item1a99f6da62:g:VN4AAOSwDpte3XD~,
BRAND NEW Microsoft Xbox One X 1TB Star Wars Jedi: Fallen Order Bundle,Novo em folha,"R$ 2 289,95",5.0,0,https://www.ebay.com/itm/BRAND-NEW-Microsoft-Xbox-One-X-1TB-Star-Wars-Jedi-Fallen-Order-Bundle/264764232505?epid=21034673803&hash=item3da52d9339:g:XPkAAOSwEX1eNtQD,0889842485257
Novo anúncio,Novo em folha,"R$ 1 877,87",Tem,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-Limited-Edition-Bundle-Console-READY-TO-SHIP-NOW/283915949587?hash=item421ab59613:g:wX4AAOSw3hZe4AF-,
MICROSOFT CYBERPUNK 2077 XBOX ONE X LIMITED SPECIAL EDITION SOFORT LIEFERBAR,Novo em folha,"R$ 2 287,75",0,0,https://www.ebay.com/itm/MICROSOFT-CYBERPUNK-2077-XBOX-ONE-X-LIMITED-SPECIAL-EDITION-SOFORT-LIEFERBAR/363010689822?hash=item54851f8b1e:g:Ky0AAOSwW5Je2oPI,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle In Hand,Novo em folha,"R$ 2 602,93",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-In-Hand/274393846261?hash=item3fe325d1f5:g:TVoAAOSwRB5e4X8O,
Xbox One X Cyberpunk 2077 Limited Edition Bundle 1TB,Novo em folha,"R$ 2 523,63",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Bundle-1TB/402293182369?hash=item5daa8acfa1:g:1mEAAOSwKbNe44Be,
Xbox One X Cyberpunk 2077 Limited Edition Console 1TB - Brand New & Sealed UK,Novo em folha,"R$ 2 425,04",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1TB-Brand-New-Sealed-UK/264762483095?hash=item3da512e197:g:LlsAAOSwhIRe49SQ,
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Collectors IN HAND,Novo em folha,"R$ 2 034,35",Tem,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Collectors-IN-HAND/224045799353?hash=item342a2b97b9:g:7JAAAOSw1fJe3SRO,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle IN HAND,Novo em folha,"R$ 2 868,96",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-IN-HAND/224042490901?hash=item3429f91c15:g:8wwAAOSwu19e4sqd,889842564075
